15089	8a1u	2.86	0.0205
15230	8a8e	2.9	0.0709
15452	8ahx	3.11	0.08
15475	8aja	2.59	0.27
15649	8atg	2.9	0.0106
15687	8avy	2.9	0.2
15691	8aw5	2.8	0.0488
15789	8b0n	2.67	0.26
15791	8b0p	2.86	0.22
15825	8b3d	2.6	0.00912
15931	8b9g	2.86	0.0951
15932	8b9i	2.95	0.0411
15966	8bcm	2.15	0.498
15969	8bcv	2.2	0.04
15970	8bcw	2.11	0.053
15981	8bdc	2.65	0.6
16005	8bej	3.24	0.0808
16041	8bgw	2.2	0.015
16050	8bha	2.67	0.105
16051	8bhb	2.54	0.11
16055	8bhi	2.67	0.121
16058	8bhk	3.3	0.0302
16060	8bhm	2.95	0.775
16063	8bho	2.93	0.245
16066	8bhq	3.3	0.0323
16067	8bhr	3.38	0.0334
16068	8bhs	3.24	0.256
16092	8bk8	2.9	0.03
16093	8bk9	2.1	0.02
16094	8bka	2.7	0.01
16095	8bkb	2.2	0.015
16100	8bl2	2.3	0.019
16106	8blc	2.7	0.019
16110	8blo	2.9	0.7
16112	8blp	2.6	0.9
16118	8bmd	2.8	0.0217
16124	8bms	2.6	0.6
16140	8bob	2.94	0.015
16328	8bym	3.15	0.1
16332	8bys	3.28	0.241
16333	8byt	2.78	0.179
16355	8c06	2.7	0.0101
16379	8c1p	2.9	0.01
16380	8c1q	2.82	0.014
16390	8c2h	2.64	0.012
16391	8c2i	2.7	0.014
16433	8c54	2.52	0.04
16475	8c8g	2.98	0.124
16513	8c9x	2.3	0.0049
16520	8ca7	2.06	0.02
16521	8ca9	2.29	0.032
16524	8cad	2.85	0.02
16531	8can	1.93	0.04
16534	8cau	3.4	0.00248
16598	8ce4	2.7	0.0045
16644	8cgi	1.89	0.0178
16665	8ci1	2.8	0.00279
16888	8oi8	2.28	0.038
16889	8oid	2.3	0.0375
16890	8oie	2.35	0.4
16963	8olu	2.59	0.1
17107	8oq7	2.2	0.008
17108	8oq8	2.9	0.005
17110	8oqa	2.9	0.005
17129	8orm	1.9	0.011
17251	8ox0	2.52	0.004
17252	8ox1	2.7	0.0023
17257	8ox5	2.9	6.61
17258	8ox6	2.39	6.5
17259	8ox7	2.56	3.8
17260	8ox8	2.98	3.5
17261	8ox9	2.72	3.0
17262	8oxa	2.76	4.1
17263	8oxb	2.99	5.5
17264	8oxc	2.58	5.5
17267	8oxp	2.6	0.06
17268	8oxq	2.5	0.08
17287	8oyi	2.19	0.197
17360	8p2c	2.59	0.165
17369	8p2l	2.68	0.16
17389	8p3p	2.5	0.035
17392	8p3q	2.95	0.2
17393	8p3s	2.95	0.2
17402	8p49	2.79	0.05
17429	8p4x	2.57	1.75
17508	8p6v	1.9	0.0096
17511	8p6y	1.9	0.0095
17574	8p97	2.75	0.163
17575	8p98	2.97	0.113
17583	8pbb	2.49	0.3
17586	8pbl	2.87	0.00102
17599	8pd3	3.3	0.056
17602	8pd7	3.4	0.061
17607	8pd9	3.6	0.04
17622	8pdv	3.26	0.043
17655	8pg0	2.97	0.005
17669	8pho	2.34	0.015
17756	8pm2	2.92	0.13
17759	8pmd	2.95	0.0181
17761	8pmj	2.81	0.0155
17958	8pv9	2.7	0.04
17961	8pvc	2.6	0.04
17964	8pvf	2.9	0.04
17966	8pvh	2.9	0.035
18130	8q3n	2.63	0.0859
18148	8q4h	2.83	0.102
18212	8q7c	2.9	0.236
18288	8q9t	2.84	0.7
18298	8qa4	2.8	0.07
18300	8qa6	2.91	0.2
18326	8qca	2.84	0.7
18328	8qcb	2.8	0.7
18350	8qeb	3.3	0.3
18351	8qec	3.3	0.595
18352	8qed	3.27	0.25
18353	8qee	2.43	0.9
18383	8qfs	2.7	0.0459
18415	8qhp	2.8	0.035
18436	8qi7	2.9	0.19
18453	8qjx	3.3	0.027
18454	8qjy	3.5	0.024
18455	8qk3	3.2	0.009
18464	8qkk	3.23	0.34
18634	8qsk	3.3	0.18
18635	8qsl	2.81	0.207
26165	7ty4	2.99	0.4
26167	7ty6	2.98	0.35
26583	7ukl	3.09	0.3
27552	8dn2	3.9	0.25
27555	8dn5	3.63	0.26
27577	8dnr	2.8	0.4
27627	8dp0	2.96	0.787
27637	8dpl	2.53	0.24
27787	8dz3	2.7	0.5
27920	8e6j	2.7	0.1
27952	8e91	2.57	0.107
28206	8ekl	3.06	0.228
28211	8ekr	3.0	3.75
28212	8eks	3.1	0.325
28225	8el9	2.27	0.5
28602	8eu2	2.93	0.0795
28617	8euu	2.7	0.1
28618	8euv	2.6	0.1
28619	8euw	2.7	0.1
28628	8evg	2.75	0.5
28629	8evh	2.85	0.008
28630	8evi	2.64	0.25
28644	8ewf	3.92	0.16
28645	8ewg	2.9	0.0131
28728	8ez3	2.5	0.48
28743	8ezj	3.3	0.01
28748	8ezq	3.7	0.01
28759	8f0k	1.9	0.035
28793	8f1c	2.92	0.21
28795	8f1d	2.94	0.21
28810	8f2a	2.2	0.66
28812	8f2b	2.0	0.026
28829	8f32	3.71	0.037
28830	8f33	3.28	0.022
28831	8f34	3.12	0.034
28832	8f35	3.17	0.045
28878	8f6a	2.06	0.029
28906	8f7k	1.94	0.07
28994	8fcv	2.95	2.23
29043	8ffi	2.7	0.888
29049	8ffo	3.5	0.14
29068	8ffv	3.01	0.2
29069	8ffw	3.23	0.15
29077	8fgx	2.62	0.0065
29085	8fhh	3.09	0.15
29086	8fhi	3.25	0.11
29087	8fhk	2.9	0.32
29307	8fn7	2.8	0.421
29312	8fng	2.2	0.2
29313	8fnh	2.5	0.5
29315	8fnj	2.4	0.5
29317	8fnl	2.8	0.5
29318	8fnm	2.8	0.5
29319	8fnn	2.7	0.5
29320	8fno	2.5	0.5
29321	8fnp	2.2	0.5
29322	8fnq	2.8	0.5
29452	8fu3	2.88	0.02
29524	8fx5	2.45	0.0117
29551	8fy3	2.88	0.522
29552	8fy4	2.57	0.232
29605	8fz7	2.88	0.0178
29645	8g05	3.0	0.0445
29665	8g1a	2.8	0.35
29677	8g1u	2.83	1.0
29700	8g3k	2.2	0.56
29718	8g4e	2.98	0.7
29720	8g4h	2.87	0.45
29725	8g4m	2.95	0.07
29728	8g4o	3.06	0.08
29731	8g4t	2.81	0.12
29823	8g7t	3.2	0.008
29825	8g7v	3.9	0.01
29930	8gcc	2.94	0.6
32940	7x1g	2.94	0.277
32941	7x1h	2.96	0.249
32942	7x1i	2.94	0.256
32943	7x1j	2.84	0.249
33181	7xg0	2.6	0.008
33183	7xg2	2.8	0.008
33402	7xqw	2.83	2.07
33469	7xuh	2.76	0.023
33578	7y21	2.8	0.23
33590	7y36	2.8	0.01
33592	7y3e	2.8	0.5
33608	7y4w	3.67	0.25
33611	7y53	3.61	0.25
33639	7y6f	2.7	0.027
33729	7ybu	2.2	0.131
33753	7ydm	2.89	0.05
33785	7yfc	3.0	6.0
33786	7yfd	3.1	4.5
33864	7yiu	2.9	0.028
33866	7yiy	2.7	0.027
33869	7yj2	2.9	0.028
33924	7ym8	2.92	1.0
34091	7ytp	2.77	0.06
34103	7yub	3.22	0.6
34104	7yud	2.98	0.6
34105	7yuf	3.29	0.5
34122	7yvb	2.9	0.015
34219	8gs3	3.9	0.01
34274	8gui	2.81	0.006
34275	8guk	2.51	0.4
34303	8gw6	3.3	0.176
34304	8gw7	3.3	0.139
34368	8gy2	2.5	0.16
34369	8gy3	2.7	0.12
34402	8gzr	2.8	0.02
34412	8h0i	2.8	4.0
34437	8h2g	3.01	0.25
34504	8h6h	2.3	0.3
34522	8h7l	2.44	0.159
34530	8h86	2.56	0.439
34531	8h87	2.53	1.33
34565	8h9f	2.69	0.2
34610	8hb0	2.9	0.0261
34673	8hdh	3.1	0.0241
34705	8hez	2.8	0.0311
34712	8hf4	2.8	0.016
34713	8hf5	2.9	0.016
34714	8hf6	3.1	0.016
34727	8hfx	2.98	0.345
34737	8hg7	3.1	0.0364
34748	8hh1	2.9	0.007
34752	8hh5	2.9	0.00655
34753	8hh6	2.9	0.00675
34754	8hh7	2.5	0.00721
34755	8hh8	2.8	0.00713
34825	8hip	2.77	0.962
34838	8hju	2.8	0.02
34847	8hk6	2.64	0.767
34851	8hkf	2.66	0.748
34853	8hkk	2.84	0.641
34855	8hkm	2.95	0.612
34858	8hkq	2.9	0.502
34871	8hlb	3.63	0.15
34909	8hnb	3.53	0.045
34910	8hnc	3.73	0.075
34911	8hnd	3.19	0.25
34933	8hpm	3.82	0.05
34941	8hpr	3.75	0.05
34942	8hps	3.51	0.06
34943	8hpt	3.39	0.17
34947	8hqc	3.89	0.09
34950	8hqm	2.95	0.205
34951	8hqn	3.0	0.109
35018	8htu	2.87	0.0188
35075	8hxb	2.7	0.15
35145	8i38	2.9	0.5
35146	8i39	2.85	1.0
35147	8i3a	3.04	0.5
35148	8i3b	3.08	0.3
35149	8i3c	2.85	0.4
35150	8i3d	2.81	0.25
35155	8i3s	3.9	0.5
35156	8i3u	3.6	0.5
35212	8i79	2.8	0.275
35254	8i91	3.3	0.4
35255	8i92	3.2	0.02
35256	8i93	3.1	0.02
35257	8i95	2.88	0.194
35259	8i97	3.19	0.21
35263	8i9a	3.57	0.1
35275	8i9l	3.18	0.22
35282	8i9s	3.26	0.172
35292	8ia2	3.21	0.16
35299	8iab	2.96	0.03
35442	8ihb	2.85	0.2
35443	8ihf	2.97	0.188
35452	8ihq	2.71	0.25
35453	8ihr	2.5	0.25
35454	8ihs	2.5	0.25
35488	8ijl	2.62	0.227
35500	8ijv	2.1	0.557
35501	8ijw	2.19	0.44
35502	8ijx	2.08	0.5
35575	8imx	2.85	0.48
35601	8inr	2.73	0.25
35615	8ioc	2.86	0.08
35616	8iod	2.59	0.08
35621	8iol	2.9	0.034
35706	8itl	3.23	0.231
35707	8itm	3.13	0.225
35713	8iu0	2.66	0.613
35721	8iug	2.86	0.226
35724	8iuk	2.67	0.0258
35725	8iul	2.78	0.025
35785	8ix0	2.64	0.1
35814	8iy5	2.8	0.5
35838	8izb	3.06	0.276
35877	8izy	2.5	0.0181
35904	8j0j	2.7	0.352
35988	8j5o	2.9	0.02
35999	8j62	2.5	6.0
36048	8j7t	2.2	0.239
36049	8j7u	3.12	0.183
36050	8j7v	2.79	0.233
36051	8j7w	2.92	0.218
36052	8j7x	3.4	0.181
36053	8j7y	3.4	0.199
36055	8j80	2.68	0.233
36060	8j85	2.7	0.25
36076	8jda	3.67	0.67
36077	8jd9	2.87	0.55
36125	8ja7	3.02	0.151
36150	8jc7	2.06	0.5
36190	8jej	2.5	0.25
36191	8jek	2.7	0.1
36300	8jhy	2.87	0.678
36312	8jii	3.17	0.828
36317	8jil	3.5	0.667
36318	8jim	2.98	0.511
36323	8jip	2.85	0.059
36324	8jiq	3.4	0.0137
36325	8jir	2.57	0.086
36326	8jis	2.46	0.059
36327	8jit	2.91	0.12
36328	8jiu	2.76	0.1
36342	8jj8	3.2	0.522
36360	8jjl	3.2	0.196
36361	8jjo	3.4	0.924
36391	8jlb	2.36	0.06
36399	8jlj	3.1	0.35
36400	8jlk	3.22	0.22
36401	8jln	3.24	0.12
36402	8jlo	3.52	0.125
36403	8jlp	3.23	0.16
36404	8jlq	2.84	0.4
36405	8jlr	3.0	0.45
36424	8jmn	2.26	0.53
36426	8jmt	3.36	0.24
36453	8jo2	2.74	0.16
36476	8jpd	2.81	0.35
36481	8jpj	3.5	0.436
36485	8jpo	3.4	0.0163
36487	8jpr	3.4	0.322
36593	8jr9	2.57	0.013
36622	8jsl	2.95	0.004
36625	8jso	3.4	0.179
36626	8jsp	3.65	0.145
36628	8jsw	2.84	1.26
36637	8jt9	2.97	0.383
36661	8jul	2.92	0.474
36662	8jun	2.38	0.475
36668	8jv5	3.23	0.3
36669	8jv6	3.43	0.55
36684	8jwi	2.94	0.8
36736	8jz7	2.6	0.904
36751	8jzr	3.25	0.3
36752	8jzs	2.95	0.475
36753	8jzu	3.05	0.23
36754	8jzx	2.5	0.288
36755	8jzz	3.31	0.06
36856	8k3q	2.6	0.3
36863	8k3w	2.91	0.19
36864	8k3x	2.86	0.623
36882	8k4b	3.9	0.2
36887	8k4n	2.83	0.15
36922	8k6l	2.92	0.25
36937	8k7b	3.9	0.151
36938	8k7c	3.9	0.136
37070	8kb5	2.26133	0.00559
37125	8kd5	2.9	0.05
37224	8kgk	3.16	0.33
37235	8kgy	2.59	0.294
37236	8kh4	3.1	0.34
37237	8kh5	2.83	0.38
37347	8w87	2.8	0.15
37348	8w88	2.6	0.15
37350	8w8a	2.8	0.15
37391	8wa5	2.51	0.84
37397	8wam	3.23	0.32
37418	8wba	3.1	0.4
37426	8wbx	3.23	0.35
37455	8wd6	2.87	0.35
37714	8wpe	2.7	0.016
37717	8wpk	2.7	0.015
37771	8wrb	2.91	0.3
40039	8ghb	2.76	0.45
40040	8ghc	2.3	11.0
40041	8ghd	2.2	11.0
40042	8ghe	2.05	0.35
40054	8ghz	2.78	0.08
40062	8gi8	2.88	0.6
40063	8gi9	2.84	0.6
40181	8gka	2.55	0.596
40229	8gmp	2.8	0.154
40238	8s9b	2.9	0.7
40270	8sai	3.27	0.507
40334	8sc1	2.92	0.235
40335	8sc2	3.36	0.123
40336	8sc3	3.24	0.1
40337	8sc4	3.46	0.104
40339	8sc6	3.13	0.238
40349	8sd3	2.95	0.026
40350	8sda	3.32	0.0055
40352	8sdu	2.05	0.3
40354	8sdy	2.79	0.01
40355	8sdz	2.86	0.01
40450	8sg1	2.94	0.148
40453	8sg9	2.9	0.109
40454	8sgc	2.9	0.0925
40462	8sgo	2.65	0.0134
40481	8sh9	2.7	0.123
40484	8shd	2.9	0.133
40485	8she	2.8	0.103
40487	8shg	2.8	0.126
40489	8shn	2.8	0.11
40492	8shq	2.9	0.105
40503	8si9	2.98	0.0143
40506	8sid	2.71	0.015
40522	8siy	2.9	0.2
40568	8skv	3.1	0.3
40601	8smr	2.7	1.24
40625	8snh	2.7	1.24
40644	8so0	2.79961	0.0025
40676	8sp8	2.79	0.147
40699	8sq9	2.9	2.48
40714	8sqw	2.16	0.0342
40717	8sr1	2.18	0.159
40718	8sr2	2.36	0.1
40719	8sr4	3.12	0.119
40741	8ss2	3.58	0.13
40742	8ss3	3.21	0.25
40743	8ss4	3.3	0.4
40744	8ss5	3.56	0.34
40745	8ss6	3.01	0.75
40746	8ss7	2.76	1.0
40747	8ss8	2.81	0.95
40748	8ss9	2.72	0.8
40749	8ssa	3.88	0.095
40750	8ssb	3.66	0.1
40768	8sun	3.12	0.236
40776	8sur	3.1	2.3
40874	8syi	2.94	0.183
40889	8syp	2.6	0.16
40908	8szc	3.06	0.4
40933	8t03	2.72	0.4
40934	8t04	2.98	0.4
40935	8t05	3.22	0.35
40936	8t06	3.32	0.25
40937	8t07	3.38	0.3
40961	8t1e	2.77	0.065
40969	8t1j	2.7	1.6
40974	8t1p	2.96	0.1
41039	8t4s	2.6	0.14
41066	8t69	2.89	0.386
41067	8t6a	3.17	0.31
41069	8t6j	3.5	6.57
41081	8t6u	3.13	0.45
41082	8t6v	2.95	0.5
41089	8t7a	2.8	0.324
41099	8t8m	3.0	5.87
41109	8t9f	2.6	0.23
41134	8tag	3.2	0.271
41135	8tah	2.89	0.0685
41136	8tai	3.1	2.68
41137	8tal	3.2	4.11
41144	8tb0	3.47	0.05
41145	8tb7	2.94	0.3
41153	8tcf	2.9	0.5
41164	8tdj	3.7	0.33
41165	8tdk	3.5	0.35
41166	8tdl	3.6	0.35
41168	8tdm	3.7	0.4
41261	8thg	2.9	0.15
41262	8thh	2.7	0.15
41266	8thj	2.99	0.05
41267	8thk	2.6	5.0
41269	8thr	3.12	0.338
41467	8tp5	2.9	0.419
41469	8tp7	2.8	0.36
41604	8ttb	2.77	0.0075
41613	8ttw	2.96	0.1151
41624	8tul	2.8	1.6
41628	8tup	3.3	0.14
41667	8twe	2.55	0.003
41668	8twi	2.69	0.003
41768	8tzs	3.84	0.117
41840	8u26	2.5	3.0
41845	8u2c	2.5	5.0
41899	8u4v	2.99	0.2
41946	8u66	2.21	0.425
42140	8ucu	2.85	0.018
42181	8uf0	2.02	0.3
42381	8ump	2.92	0.14
42685	8ux1	2.5	0.6
